lambda_avg
3.991696109290550874e-03
2.805064860945723909e-03
1.304707503939526395e-03
2.142296409032579205e-03
6.126041949029434504e-03
8.714271957930096570e-04
3.837741741047549695e-03
4.137330792326508917e-03
2.531635076271738453e-03
5.497846158422259495e-03
6.851373693626441018e-03
4.444512334927572077e-03
1.054149081236784111e-03
3.421661495975665806e-03
8.633149306233888626e-03
1.254172831947676127e-03
4.657856718983303598e-03
4.555515237066856161e-03
4.621925965487613287e-03
1.327867932867875331e-03
3.222275151439764080e-03
2.691906570124950708e-03
3.333602196455019966e-03
5.443391181602953710e-03
4.068638708251320728e-03
8.359544557994695591e-03
3.708843976227896126e-03
2.456729141215303284e-03
4.458929117484467831e-03
3.679629898331487556e-03
3.791758047274663892e-03
1.223725874099482192e-03
7.526648481969678943e-03
5.762918433237158508e-03
9.116469256161928783e-03
8.126530838539014132e-03
7.817634030923573119e-03
1.306018632911727520e-03
6.981838254885987943e-03
1.150995492705906252e-02
8.733779262029553112e-04
8.949227484213775549e-03
3.591086990759544996e-03
2.210667327834737149e-03
4.573659782089969927e-03
4.683861120972668615e-03
3.893395266538339592e-03
1.050028161115992668e-03
2.609501739064114777e-03
5.624540952714241621e-03
1.255060287259330805e-03
3.621138017767523438e-03
3.459774504120349727e-03
4.368767750026345681e-03
1.325933132077927864e-03
3.157460358742116262e-03
1.871741314542692790e-03
3.469667021556167071e-03
2.906834612460443539e-03
6.038765297280948748e-03
4.263143079155816938e-03
4.256967354234914361e-03
1.272500789997500336e-03
3.252424891380765928e-03
7.869083277388989189e-03
6.059127668612797812e-04
4.938561538653359929e-03
3.042646268662471155e-03
4.673337342302821135e-03
1.565177484168755496e-03
3.633012822037691523e-03
2.088697423215423246e-03
2.966540152046823631e-03
5.890116107445434422e-03
1.209601736992978616e-03
4.797707488116905415e-03
1.439983924597378192e-03
5.398456936322041863e-03
